id,customer_name,sentiment,csat_score,call_timestamp,reason,channel,response_time,call_duration_in_minutes,call_center,agent_id
EMG-89310886-N-141905-E4,Lamont Pawley,Negative,,10/4/2023,Billing Question,Chatbot,Within SLA,31,Baltimore/MD,134
YCA-94100473-Y-185405-G2,Lavinie Dunleavy,Negative,,10/29/2023,Billing Question,Web,Within SLA,12,Chicago/IL,206
SRF-01439855-C-200586-7F,Belita de Mendoza,Very Negative,,10/1/2023,Billing Question,Email,Below SLA,25,Baltimore/MD,119
HZA-95048149-z-684942-4f,Kaspar Trimbey,Negative,5,10/3/2023,Billing Question,Call-Center,Below SLA,30,Los Angeles/CA,408
LOR-84057317-v-773926-74,Sigismundo Kears,Positive,,10/15/2023,Service Outage,Chatbot,Within SLA,41,Baltimore/MD,113
FWJ-72501710-N-878804-y9,Hyacinthia Shickle,Negative,,10/28/2023,Billing Question,Call-Center,Within SLA,11,Los Angeles/CA,431
NXG-35002403-u-501211-Vv,Ruthanne Leitch,Negative,,10/28/2023,Payments,Call-Center,Within SLA,20,Chicago/IL,215
MSW-21424554-C-158999-nc,Wolfie Gaylard,Negative,,10/5/2023,Billing Question,Web,Within SLA,13,Los Angeles/CA,405
KET-68570963-B-829823-cK,Engelbert Andrys,Very Negative,,10/18/2023,Payments,Call-Center,Within SLA,26,Chicago/IL,222
TME-67445030-2-899837-RL,Casandra Akhurst,Neutral,,10/7/2023,Billing Question,Web,Within SLA,16,Los Angeles/CA,418
TPQ-32650266-l-164155-EM,Nicko Rochewell,Positive,,10/23/2023,Billing Question,Call-Center,Below SLA,28,Denver/CO,311
ULQ-30936721-F-047143-HR,Gabie O'Sesnane,Negative,,10/19/2023,Billing Question,Email,Within SLA,26,Los Angeles/CA,412
HOB-74702903-m-955890-lO,Drucie Lineham,Neutral,,10/23/2023,Billing Question,Call-Center,Within SLA,20,Denver/CO,324
GLZ-46328333-c-056532-uV,Jarrett Whenman,Positive,7,10/24/2023,Service Outage,Web,Within SLA,21,Baltimore/MD,130
NRB-57430679-O-635576-Qk,Aileen Caslake,Negative,,10/30/2023,Billing Question,Web,Below SLA,28,Los Angeles/CA,411
QLQ-15128244-r-658392-Te,Orren Gravell,Very Negative,1,10/19/2023,Billing Question,Call-Center,Above SLA,12,Baltimore/MD,116
QOA-12109048-g-324033-u1,Elvyn Burcombe,Positive,9,10/15/2023,Billing Question,Web,Within SLA,36,Los Angeles/CA,409
NFB-25127534-p-863417-Ap,Susanetta Feedome,Negative,6,10/12/2023,Billing Question,Chatbot,Within SLA,27,Baltimore/MD,137
ZKA-25461300-P-440804-sz,Clarance Conws,Neutral,5,10/23/2023,Service Outage,Chatbot,Within SLA,10,Los Angeles/CA,403
NST-86700165-m-826433-XV,Ezmeralda Milburn,Very Negative,4,10/6/2023,Service Outage,Chatbot,Below SLA,28,Los Angeles/CA,403
JRU-17568205-6-645825-Tp,Alissa Heyfield,Neutral,7,10/20/2023,Billing Question,Call-Center,Within SLA,22,Baltimore/MD,129
DDM-71783291-P-538489-4c,Moritz Dreamer,Positive,,10/18/2023,Billing Question,Call-Center,Within SLA,24,Baltimore/MD,113
LVW-92516687-T-602547-qm,Zak Portingale,Neutral,5,10/19/2023,Billing Question,Chatbot,Within SLA,16,Chicago/IL,206
RWV-70363558-N-057164-Vz,Laina Davidson,Neutral,,10/10/2023,Service Outage,Email,Within SLA,32,Baltimore/MD,135
VVT-21723383-r-790586-Qn,Ignace Marty,Neutral,6,10/30/2023,Billing Question,Email,Above SLA,19,Chicago/IL,214
ONC-31528112-u-605946-iz,Sadella Ingrem,Neutral,8,10/10/2023,Payments,Call-Center,Within SLA,21,Chicago/IL,217
GSE-06740387-O-195177-Oo,Onfre Mandry,Neutral,8,10/29/2023,Billing Question,Call-Center,Within SLA,36,Los Angeles/CA,425
YWX-56663752-M-258358-Gc,Adore Euesden,Negative,,10/11/2023,Billing Question,Chatbot,Within SLA,11,Chicago/IL,208
PNW-51072525-t-105939-Tn,Che Dawkins,Neutral,,10/11/2023,Billing Question,Web,Within SLA,29,Chicago/IL,202
MRL-72573679-x-574423-nj,Massimo Tomaino,Negative,3,10/29/2023,Service Outage,Web,Within SLA,38,Los Angeles/CA,421
FRB-20020931-p-682925-aX,Wallie Dymock,Neutral,,10/11/2023,Service Outage,Chatbot,Within SLA,30,Los Angeles/CA,407
WJT-54157606-B-355589-0b,Zonnya Eddy,Positive,,10/22/2023,Billing Question,Email,Below SLA,41,Baltimore/MD,143
EDU-93818103-w-247035-cW,Roger Menichini,Neutral,,10/23/2023,Payments,Call-Center,Above SLA,14,Chicago/IL,224
OYH-92717549-W-417068-b3,Gasper Smiths,Very Negative,,10/30/2023,Service Outage,Email,Within SLA,36,Denver/CO,305
TFS-37291006-D-016390-mB,Tybie Swainston,Neutral,,10/1/2023,Billing Question,Call-Center,Within SLA,35,Los Angeles/CA,424
TLK-09193092-w-795746-4K,Shari Tyne,Positive,,10/3/2023,Billing Question,Chatbot,Within SLA,40,Baltimore/MD,117
QUW-65158309-1-137596-RJ,Briant Noto,Negative,,10/24/2023,Billing Question,Email,Within SLA,45,Chicago/IL,216
PEA-70964158-d-851561-B2,Monah Blumson,Negative,5,10/3/2023,Billing Question,Chatbot,Within SLA,13,Baltimore/MD,108
MZS-78853289-W-578930-Ui,Dan Pardon,Very Positive,,10/24/2023,Service Outage,Chatbot,Within SLA,12,Los Angeles/CA,404
MXE-75943472-Q-703053-I8,Suzie Benterman,Positive,9,10/22/2023,Billing Question,Email,Within SLA,39,Los Angeles/CA,402
OOA-51079973-5-347752-li,Hollyanne Lowndes,Positive,8,10/9/2023,Payments,Call-Center,Within SLA,13,Baltimore/MD,148
FMJ-74327643-S-374416-vX,Lonnie Bulley,Neutral,,10/11/2023,Billing Question,Web,Within SLA,14,Los Angeles/CA,429
AFH-79421058-K-489503-L4,Lind Desforges,Very Negative,,10/3/2023,Billing Question,Web,Within SLA,41,Los Angeles/CA,438
HXL-93538296-f-401188-pb,Vincenty Sherwell,Neutral,,10/15/2023,Billing Question,Email,Above SLA,20,Los Angeles/CA,415
QWL-37404003-u-932751-GG,Melanie Robertacci,Positive,,10/30/2023,Service Outage,Chatbot,Within SLA,20,Los Angeles/CA,411
TBX-44862400-H-093607-RW,Jerri Lehrahan,Negative,3,10/15/2023,Payments,Call-Center,Within SLA,20,Baltimore/MD,145
IUR-71451854-s-892103-EW,Hobie O'Lenane,Very Negative,,10/2/2023,Service Outage,Chatbot,Within SLA,42,Denver/CO,303
OWX-06628138-V-264724-m2,Anabelle Wotherspoon,Neutral,6,10/4/2023,Billing Question,Email,Within SLA,22,Los Angeles/CA,418
XYO-08732572-X-519346-uG,Dory MacGeaney,Neutral,5,10/26/2023,Billing Question,Chatbot,Within SLA,23,Los Angeles/CA,426
VTY-70780871-9-946599-Qv,Karla Whetson,Negative,4,10/2/2023,Billing Question,Call-Center,Within SLA,10,Los Angeles/CA,419
ZNV-68547466-m-426415-tP,Creighton Chiverstone,Very Negative,,10/27/2023,Billing Question,Web,Within SLA,12,Baltimore/MD,101
NHR-04932477-h-744557-TO,Helenelizabeth Mandre,Neutral,,10/22/2023,Service Outage,Chatbot,Within SLA,27,Los Angeles/CA,406
YHJ-79752372-9-973068-lc,Fredek Gosz,Very Negative,4,10/16/2023,Billing Question,Email,Within SLA,38,Chicago/IL,210
TAZ-90884392-L-789282-4w,Ruby Leavens,Negative,,10/3/2023,Billing Question,Call-Center,Within SLA,14,Los Angeles/CA,402
BJT-46287576-v-581405-tn,Novelia Blare,Very Negative,3,10/16/2023,Billing Question,Email,Below SLA,11,Los Angeles/CA,402
RPM-38453884-i-907173-kP,Stacia Marini,Very Negative,4,10/2/2023,Billing Question,Web,Below SLA,32,Denver/CO,312
GHB-57382684-1-180344-A1,Consuelo Ennever,Very Negative,,10/12/2023,Billing Question,Web,Within SLA,27,Chicago/IL,219
FRR-80865579-2-502489-Xd,Lester Riglar,Very Positive,10,10/13/2023,Billing Question,Call-Center,Within SLA,9,Baltimore/MD,137
XDL-89480978-Z-995376-EJ,Fleurette Hazleton,Negative,,10/18/2023,Billing Question,Email,Above SLA,18,Denver/CO,316
OJR-74594042-W-227010-91,Sheri Dowdney,Negative,,10/13/2023,Billing Question,Chatbot,Above SLA,37,Chicago/IL,225
EUR-08548606-2-647034-kh,Nellie Gendricke,Very Negative,,10/1/2023,Billing Question,Call-Center,Above SLA,6,Los Angeles/CA,425
YER-52346806-B-689166-NG,Eleonore Alwin,Positive,8,10/12/2023,Payments,Call-Center,Within SLA,38,Baltimore/MD,138
MMG-80986744-v-657456-YM,Erich Fernao,Very Negative,3,10/20/2023,Billing Question,Call-Center,Above SLA,15,Los Angeles/CA,428
PQJ-13591075-J-519901-kW,Ker Greenway,Very Negative,,10/26/2023,Billing Question,Email,Within SLA,31,Los Angeles/CA,437
CJH-43274168-m-885891-u8,Chev Brotherhed,Negative,,10/16/2023,Payments,Call-Center,Below SLA,41,Los Angeles/CA,437
YYQ-49772063-1-030356-Dh,Abram Trustram,Negative,,10/10/2023,Billing Question,Chatbot,Below SLA,40,Baltimore/MD,109
VCC-17532837-W-563546-V3,Emelia Roobottom,Very Negative,2,10/2/2023,Service Outage,Chatbot,Above SLA,24,Baltimore/MD,133
LYO-26403572-L-486703-xA,Nicola Goldsack,Very Negative,,10/18/2023,Payments,Call-Center,Below SLA,40,Los Angeles/CA,418
YIZ-66429667-e-296147-jn,Belvia Chasemoore,Negative,,10/30/2023,Service Outage,Chatbot,Within SLA,18,Baltimore/MD,147
JUG-33484898-m-985493-6h,Mercedes Buncombe,Neutral,,10/27/2023,Billing Question,Call-Center,Within SLA,18,Baltimore/MD,137
JKY-91222101-l-728652-9M,Hewett Greenslade,Negative,5,10/3/2023,Billing Question,Call-Center,Within SLA,15,Los Angeles/CA,407
HHK-28239053-i-880467-lW,Agosto Thurlow,Negative,,10/17/2023,Billing Question,Chatbot,Within SLA,19,Los Angeles/CA,429
WBP-29686296-o-029083-Gr,Brita Themann,Negative,,10/30/2023,Billing Question,Web,Within SLA,33,Chicago/IL,205
ICH-16034538-F-315236-ny,Ashleigh Crowche,Very Negative,2,10/15/2023,Payments,Call-Center,Within SLA,43,Los Angeles/CA,401
YCA-57258386-0-532167-ja,Nixie Fay,Negative,,10/5/2023,Billing Question,Web,Within SLA,24,Los Angeles/CA,440
OIN-07765862-U-763016-qP,Aura Dowsey,Negative,,10/25/2023,Billing Question,Web,Within SLA,26,Los Angeles/CA,430
OWX-08225590-S-187502-Lb,Susana Duly,Very Positive,,10/1/2023,Billing Question,Email,Within SLA,32,Los Angeles/CA,434
QKH-67681246-b-527955-x4,Francisco Loughhead,Negative,,10/5/2023,Billing Question,Chatbot,Above SLA,22,Denver/CO,318
PVZ-42474053-H-802596-3Q,Juan Pyvis,Negative,,10/16/2023,Billing Question,Email,Within SLA,32,Baltimore/MD,116
FQV-44072929-b-961120-00,Marja Wadmore,Very Negative,,10/19/2023,Billing Question,Email,Within SLA,16,Baltimore/MD,112
SNK-24413633-g-360807-py,Susanna Devenny,Negative,4,10/5/2023,Billing Question,Email,Above SLA,28,Denver/CO,313
BAG-40627582-K-072064-Ja,Aili Bromby,Negative,,10/17/2023,Billing Question,Web,Within SLA,42,Baltimore/MD,147
RDT-72024567-w-650447-S7,Erv Abelevitz,Neutral,,10/15/2023,Billing Question,Web,Below SLA,18,Los Angeles/CA,430
WRX-00770008-j-848336-BE,Benjy Keywood,Very Positive,,10/25/2023,Billing Question,Email,Below SLA,32,Baltimore/MD,151
XSB-91850311-n-861892-4C,Hyatt Atty,Positive,,10/24/2023,Service Outage,Web,Within SLA,42,Baltimore/MD,111
LNQ-23724258-h-029052-ln,Kerrie Andretti,Negative,,10/28/2023,Billing Question,Call-Center,Within SLA,38,Los Angeles/CA,423
YWI-99629154-A-840203-jL,Lu Irlam,Negative,4,10/10/2023,Service Outage,Chatbot,Below SLA,16,Chicago/IL,221
DFI-26517559-v-331217-5f,Jo Barnaby,Very Negative,,10/18/2023,Billing Question,Web,Above SLA,30,Los Angeles/CA,403
CYG-10311463-U-933545-nR,North Willshere,Very Positive,9,10/10/2023,Payments,Call-Center,Within SLA,44,Baltimore/MD,107
VWQ-58124675-e-688799-5l,Pete Pelfer,Neutral,,10/27/2023,Billing Question,Email,Within SLA,13,Baltimore/MD,128
LCV-81165698-Q-767537-rl,Skyler Kesper,Negative,,10/13/2023,Billing Question,Chatbot,Within SLA,22,Los Angeles/CA,404
DBB-57939676-c-367449-We,Zared Haslegrave,Positive,,10/23/2023,Billing Question,Call-Center,Below SLA,12,Los Angeles/CA,403
HYO-81411848-j-352623-E1,Der Joerning,Very Negative,2,10/8/2023,Billing Question,Web,Within SLA,37,Los Angeles/CA,433
CHP-52298481-B-375733-yW,Averil Capeling,Negative,,10/4/2023,Billing Question,Email,Below SLA,42,Chicago/IL,228
NWX-68735747-8-594114-Ef,Barnie Damiral,Negative,4,10/3/2023,Billing Question,Chatbot,Within SLA,33,Chicago/IL,201
YPB-40067509-V-551297-Sd,Perri Radke,Very Negative,,10/21/2023,Billing Question,Email,Within SLA,45,Los Angeles/CA,426
CZR-90365789-n-415859-Js,Yorgo Melchior,Negative,4,10/22/2023,Service Outage,Chatbot,Below SLA,45,Los Angeles/CA,441
TYV-37933098-0-201164-dd,Therine Bockmann,Very Positive,,10/15/2023,Billing Question,Chatbot,Within SLA,15,Los Angeles/CA,428
VML-57460673-X-420364-43,Trish Rigglesford,Very Negative,3,10/17/2023,Billing Question,Email,Within SLA,19,Baltimore/MD,153
XZM-64900256-f-963796-uF,Chico Alldis,Neutral,,10/29/2023,Billing Question,Email,Within SLA,21,Denver/CO,315
ERF-75611614-1-089355-Iy,Filmore Hicklingbottom,Very Positive,,10/19/2023,Billing Question,Call-Center,Above SLA,18,Baltimore/MD,115
UQD-74219919-T-338596-Kd,Clarissa Colledge,Neutral,,10/12/2023,Billing Question,Call-Center,Below SLA,7,Los Angeles/CA,421
WPV-42098421-V-189352-92,Darbee Somerfield,Very Negative,,10/19/2023,Billing Question,Web,Within SLA,14,Los Angeles/CA,431
QPS-87733990-l-222838-oH,Josee Pickavance,Very Positive,9,10/8/2023,Billing Question,Web,Within SLA,12,Baltimore/MD,141
EMV-08307230-2-815893-Gv,Devland Martinot,Very Positive,9,10/11/2023,Billing Question,Call-Center,Within SLA,12,Los Angeles/CA,426
NGR-84014566-A-470130-I9,Gabriella Edlin,Neutral,,10/4/2023,Billing Question,Call-Center,Below SLA,40,Los Angeles/CA,411
JSR-11880065-H-750275-wQ,Oneida Assante,Very Negative,,10/29/2023,Billing Question,Email,Above SLA,20,Los Angeles/CA,415
KGX-69020587-d-148094-WZ,Neel Capron,Neutral,,10/4/2023,Billing Question,Email,Below SLA,16,Los Angeles/CA,430
CSA-93428600-r-774578-3v,Bartlet Avrahamoff,Negative,,10/5/2023,Billing Question,Web,Within SLA,28,Los Angeles/CA,410
MZK-92208991-8-843591-Ba,Maxie Goeff,Positive,,10/21/2023,Billing Question,Email,Within SLA,19,Baltimore/MD,108
WNF-12351350-W-672094-lO,Katha Kember,Very Negative,3,10/20/2023,Service Outage,Web,Within SLA,39,Baltimore/MD,120
FQS-12884855-n-833006-nB,Britta Lohoar,Positive,,10/7/2023,Billing Question,Email,Below SLA,23,Los Angeles/CA,432
SPM-70011018-b-889980-68,Carlin Thurstan,Very Positive,,10/5/2023,Billing Question,Chatbot,Within SLA,17,Los Angeles/CA,415
PKV-74354177-c-949247-B1,Wesley Waleworke,Negative,6,10/26/2023,Payments,Call-Center,Above SLA,37,Chicago/IL,214
LZY-23462095-h-973192-E6,Kellen Semens,Negative,,10/3/2023,Billing Question,Web,Within SLA,21,Baltimore/MD,118
KSO-03131257-t-085329-3h,Byron Thoumasson,Very Negative,,10/9/2023,Billing Question,Email,Within SLA,12,Los Angeles/CA,401
CZO-50951858-J-386521-n8,Willi Mankor,Very Positive,9,10/19/2023,Payments,Call-Center,Below SLA,38,Los Angeles/CA,424
GCU-54214274-b-013740-kJ,Brok Haresnaip,Positive,,10/21/2023,Billing Question,Email,Within SLA,35,Baltimore/MD,155
UGJ-77291468-w-874241-2i,Dominic Moquin,Very Negative,,10/19/2023,Billing Question,Email,Within SLA,37,Chicago/IL,206
DWP-54572540-G-452261-ir,Sianna Ivanyushin,Neutral,,10/27/2023,Billing Question,Call-Center,Within SLA,14,Baltimore/MD,113
YBF-63534017-z-507426-am,Alta Churching,Negative,4,10/28/2023,Billing Question,Web,Below SLA,37,Baltimore/MD,117
CSO-18068413-E-545447-cV,Gasparo Pedder,Positive,8,10/27/2023,Service Outage,Chatbot,Within SLA,32,Chicago/IL,210
TBL-56946344-h-553717-LP,Dorolice Suddaby,Negative,,10/7/2023,Billing Question,Web,Below SLA,12,Los Angeles/CA,412
SOE-43457483-w-252773-hJ,Jule Beacom,Negative,,10/22/2023,Billing Question,Chatbot,Within SLA,11,Los Angeles/CA,436
GWV-42712893-N-690596-Tp,Stefa Fishenden,Neutral,,10/10/2023,Billing Question,Call-Center,Within SLA,42,Los Angeles/CA,404
ZMA-31448929-F-976268-nx,Ryan Garrigan,Neutral,,10/6/2023,Payments,Call-Center,Within SLA,41,Baltimore/MD,111
JYU-34246788-6-445457-wr,Kettie Atack,Very Negative,,10/8/2023,Billing Question,Call-Center,Within SLA,34,Los Angeles/CA,436
LKG-15404503-3-486135-Pe,Nola Waldera,Negative,,10/9/2023,Billing Question,Web,Within SLA,13,Chicago/IL,213
VWK-32518788-d-313393-jn,Nessy Fewkes,Negative,4,10/18/2023,Billing Question,Call-Center,Within SLA,9,Los Angeles/CA,428
VIV-27148257-O-130381-fG,Iolande Varns,Very Negative,,10/1/2023,Service Outage,Chatbot,Within SLA,28,Chicago/IL,216
KHA-78650383-Z-976193-F4,Sarge Giottini,Negative,,10/14/2023,Billing Question,Web,Within SLA,24,Los Angeles/CA,426
RJJ-26780319-v-179582-j5,Kayle Cereceres,Neutral,7,10/21/2023,Billing Question,Chatbot,Within SLA,27,Denver/CO,328
DMP-43394530-z-302350-iD,Constantia Mc Meekin,Neutral,,10/21/2023,Service Outage,Chatbot,Within SLA,34,Baltimore/MD,115
PMY-94471563-I-438843-zR,Chantal Warin,Very Negative,3,10/6/2023,Billing Question,Call-Center,Within SLA,9,Baltimore/MD,142
QDV-95569054-K-685082-TD,Issie Tumioto,Very Positive,10,10/14/2023,Billing Question,Email,Within SLA,18,Los Angeles/CA,408
VPR-84830741-s-045304-GL,Durant Yeowell,Very Negative,,10/2/2023,Service Outage,Chatbot,Within SLA,13,Chicago/IL,225
PQE-01499998-z-774280-NP,Gibby Guare,Neutral,5,10/2/2023,Billing Question,Web,Within SLA,16,Baltimore/MD,152
PLL-78458471-f-428334-kE,Gretchen Varker,Positive,7,10/10/2023,Billing Question,Call-Center,Within SLA,25,Los Angeles/CA,409
ZUA-13878360-m-022333-eZ,Solly Dibben,Very Negative,,10/27/2023,Billing Question,Web,Within SLA,39,Baltimore/MD,144
DLR-68446561-Q-862280-wF,Baudoin Pickance,Negative,3,10/12/2023,Service Outage,Chatbot,Below SLA,42,Chicago/IL,223
WPI-24291181-f-821163-RA,Reider Walworth,Neutral,,10/26/2023,Billing Question,Email,Below SLA,38,Los Angeles/CA,411
JXN-78959259-6-176441-TQ,Niki Nelsey,Negative,,10/4/2023,Service Outage,Chatbot,Within SLA,33,Los Angeles/CA,404
CCP-71664610-l-626432-xb,Di Coller,Very Negative,4,10/8/2023,Billing Question,Call-Center,Within SLA,27,Baltimore/MD,112
SKP-17618234-6-719044-za,Kesley Prozescky,Negative,,10/7/2023,Payments,Call-Center,Above SLA,25,Baltimore/MD,128
MSY-95885169-4-679339-3c,Bone Lexa,Negative,6,10/28/2023,Payments,Call-Center,Above SLA,37,Baltimore/MD,103
HLP-84179020-2-839940-Up,Elmore Paur,Positive,8,10/25/2023,Service Outage,Email,Below SLA,30,Chicago/IL,215
TTF-66106276-w-852593-T0,Brady Achurch,Neutral,,10/22/2023,Billing Question,Chatbot,Below SLA,37,Chicago/IL,229
GHH-93556418-L-502357-Rc,Herman Eggers,Negative,,10/25/2023,Billing Question,Email,Within SLA,36,Los Angeles/CA,438
TGV-00297912-7-514999-tC,Cly Hacker,Neutral,7,10/18/2023,Payments,Call-Center,Within SLA,28,Los Angeles/CA,417
TJU-79485677-l-760568-CK,Odo Romera,Neutral,,10/18/2023,Billing Question,Call-Center,Within SLA,23,Baltimore/MD,130
XZX-35040399-I-315503-vq,Neda Crampsy,Very Positive,,10/29/2023,Payments,Call-Center,Within SLA,40,Baltimore/MD,152
TBP-96211281-p-288642-vt,Noach Taffurelli,Very Positive,,10/17/2023,Billing Question,Email,Within SLA,34,Denver/CO,317
YZH-47101763-m-420297-PO,Anne McTrustrie,Neutral,,10/22/2023,Payments,Call-Center,Below SLA,37,Chicago/IL,203
GFL-43119550-n-870906-ah,Viole Dowgill,Very Negative,3,10/28/2023,Billing Question,Web,Within SLA,36,Baltimore/MD,144
PYR-10713841-h-286323-Uo,Allianora Jouhandeau,Very Positive,9,10/9/2023,Billing Question,Call-Center,Within SLA,10,Baltimore/MD,104
LRM-66477992-N-141998-S5,Yevette Partrick,Neutral,,10/4/2023,Service Outage,Email,Above SLA,40,Denver/CO,304
FGG-55647287-g-236905-hL,Henrik Palle,Negative,,10/11/2023,Service Outage,Chatbot,Within SLA,39,Baltimore/MD,119
QKU-12793026-3-131389-Q1,Barbaraanne Dodge,Negative,,10/3/2023,Billing Question,Call-Center,Below SLA,23,Baltimore/MD,152
FEX-38177062-Y-659587-ZV,Onida Pitcaithly,Negative,,10/7/2023,Billing Question,Call-Center,Within SLA,41,Los Angeles/CA,416
EPR-94106182-R-964070-hT,Hadley Minot,Neutral,,10/18/2023,Billing Question,Chatbot,Within SLA,40,Chicago/IL,222
NMW-83567292-M-408553-wA,Leelah Leaton,Negative,,10/18/2023,Billing Question,Web,Within SLA,6,Chicago/IL,206
YCK-51240434-t-155102-03,Clarance Mellor,Very Positive,,10/12/2023,Payments,Call-Center,Below SLA,10,Los Angeles/CA,406
XPU-72115581-L-265822-NR,Kristy Guiness,Very Positive,9,10/17/2023,Billing Question,Chatbot,Within SLA,41,Baltimore/MD,117
AYF-34605213-g-388643-bX,Barbette Oldroyd,Very Positive,,10/20/2023,Payments,Call-Center,Within SLA,36,Denver/CO,304
JZU-93237272-2-616296-2P,Nathanael Clowsley,Negative,3,10/14/2023,Payments,Call-Center,Below SLA,14,Baltimore/MD,112
SXV-34919039-H-816705-mR,Mabelle Squelch,Very Negative,4,10/10/2023,Billing Question,Call-Center,Within SLA,15,Los Angeles/CA,402
CDD-61676891-C-592392-1h,Lonni Yirrell,Negative,,10/26/2023,Billing Question,Call-Center,Below SLA,11,Los Angeles/CA,423
FJX-29361162-v-014868-QP,Albie Verner,Negative,,10/25/2023,Payments,Call-Center,Below SLA,28,Chicago/IL,210
MKO-29180240-n-515002-Rh,Valentine Oblein,Neutral,,10/2/2023,Payments,Call-Center,Within SLA,6,Denver/CO,316
UIC-43979946-k-570739-qy,Griff Fattore,Very Negative,,10/11/2023,Billing Question,Web,Within SLA,44,Los Angeles/CA,435
VIP-10646111-9-587516-dn,Avery Voller,Neutral,8,10/28/2023,Billing Question,Email,Within SLA,43,Los Angeles/CA,402
BAD-52150861-w-251021-yi,Niall Ghidetti,Negative,6,10/26/2023,Billing Question,Email,Within SLA,13,Los Angeles/CA,401
GPZ-51519555-O-088292-XH,Ed Saltern,Neutral,7,10/21/2023,Billing Question,Call-Center,Above SLA,7,Chicago/IL,217
XEF-33399649-j-704418-KJ,Gare Embling,Very Negative,,10/1/2023,Billing Question,Call-Center,Below SLA,32,Los Angeles/CA,441
HYE-71964171-S-454533-q5,Paul Eriksson,Neutral,,10/1/2023,Billing Question,Email,Below SLA,41,Los Angeles/CA,426
XGI-72270894-R-297385-ie,Denice Style,Very Positive,,10/22/2023,Service Outage,Chatbot,Below SLA,21,Los Angeles/CA,414
CQD-60548297-D-313978-dG,Minnnie Chaloner,Very Negative,,10/9/2023,Billing Question,Web,Within SLA,20,Los Angeles/CA,401
YML-07182536-z-049675-y7,Roxana Corby,Negative,3,10/26/2023,Payments,Call-Center,Within SLA,19,Los Angeles/CA,431
PQV-67059604-H-673154-f7,Sena Bennallck,Negative,6,10/17/2023,Billing Question,Chatbot,Below SLA,35,Baltimore/MD,129
SCS-54539859-k-469946-s9,Camellia Foran,Negative,,10/14/2023,Payments,Call-Center,Below SLA,38,Los Angeles/CA,422
JPK-48008850-f-034424-LN,Nikolos Stut,Negative,,10/21/2023,Payments,Call-Center,Within SLA,39,Baltimore/MD,114
BTG-86137312-Q-107048-2p,Corabelle Camus,Neutral,7,10/14/2023,Service Outage,Email,Within SLA,25,Los Angeles/CA,411
VDG-44285990-C-981052-SM,Nelle Trussler,Neutral,,10/13/2023,Billing Question,Chatbot,Within SLA,24,Baltimore/MD,118
SZW-37634662-h-028960-7p,Isak Alti,Neutral,,10/9/2023,Payments,Call-Center,Within SLA,13,Baltimore/MD,136
NUT-57288559-I-318480-ws,Bobby Woolston,Neutral,,10/17/2023,Billing Question,Web,Below SLA,44,Baltimore/MD,117
DKQ-97673115-0-385009-yr,Nikolai Everit,Negative,,10/7/2023,Service Outage,Web,Within SLA,11,Los Angeles/CA,438
BWF-85163451-x-167545-iG,Leonora Alflat,Very Negative,1,10/12/2023,Billing Question,Email,Within SLA,9,Chicago/IL,211
BSR-36220265-D-259564-kx,Howard Gartshore,Negative,,10/2/2023,Billing Question,Web,Within SLA,36,Baltimore/MD,138
AHQ-18083366-1-231888-mF,Eustace Rollings,Negative,,10/13/2023,Billing Question,Call-Center,Below SLA,39,Chicago/IL,213
KTC-53940190-Q-769760-Hk,Jarrett Dandy,Neutral,,10/7/2023,Billing Question,Email,Within SLA,32,Baltimore/MD,134
DPX-62932975-b-963057-Hw,Domini Sadlier,Neutral,,10/2/2023,Billing Question,Chatbot,Within SLA,14,Los Angeles/CA,407
EQT-87301073-4-625140-Ey,Loren Cowderoy,Positive,8,10/10/2023,Billing Question,Call-Center,Within SLA,27,Los Angeles/CA,427
ZCE-22272817-r-835429-ny,Neala Pellamont,Very Negative,,10/26/2023,Payments,Call-Center,Within SLA,42,Baltimore/MD,140
ZKD-44325959-G-270368-mg,Huey Choldcroft,Very Positive,,10/21/2023,Billing Question,Call-Center,Below SLA,45,Baltimore/MD,145
CQG-03941271-b-663522-Lr,Tiff Shotton,Negative,4,10/17/2023,Billing Question,Email,Within SLA,35,Los Angeles/CA,419
UYW-13742997-I-024072-qq,Niki Hammerberger,Neutral,,10/10/2023,Billing Question,Email,Within SLA,17,Los Angeles/CA,433
DVV-65261177-E-343539-T6,Mareah MacColl,Positive,7,10/26/2023,Payments,Call-Center,Within SLA,44,Baltimore/MD,134
UES-12690215-y-863268-GH,Mamie Bythway,Neutral,,10/29/2023,Service Outage,Chatbot,Below SLA,40,Denver/CO,314
WYJ-49208784-Y-720787-pk,Adelind Prewett,Very Positive,9,10/11/2023,Billing Question,Web,Above SLA,42,Los Angeles/CA,428
GKR-14879024-q-712181-pU,Erena Collingham,Neutral,,10/23/2023,Service Outage,Chatbot,Within SLA,23,Baltimore/MD,142
WVY-78401392-I-241564-T1,Bobinette Blasing,Very Negative,,10/23/2023,Payments,Call-Center,Within SLA,41,Los Angeles/CA,441
GCF-79165505-q-314887-Lj,Odella Vasichev,Very Positive,10,10/26/2023,Service Outage,Chatbot,Within SLA,9,Los Angeles/CA,431
JOG-78847579-2-200004-eo,Hartwell Bendall,Negative,,10/5/2023,Billing Question,Email,Within SLA,22,Los Angeles/CA,408
GHK-91569476-p-105999-H7,Melloney Knight,Neutral,,10/7/2023,Billing Question,Chatbot,Within SLA,21,Los Angeles/CA,436
